state,city,place_name,category,sub_category,must_visit,description,duration_needed,best_time_to_visit,ideal_for
Delhi (NCT),Connaught Place,Hanuman Mandir CP,Sightseeing,Tourist Spot,No,Hanuman Mandir CP - Local attraction,1-2 hrs,Year-round,Tourist
Delhi (NCT),Connaught Place,United Coffee House,Food & Dining,Food & Dining,Yes,United Coffee House - Popular local restaurant serving regional cuisine,1-2 hrs,Evening/Dinner,"Family, Couple, Solo"
Delhi (NCT),South Delhi (Hauz Khas),Hauz Khas Village & Fort,Sightseeing,Heritage Fort,Yes,Hauz Khas Village & Fort - Historic fort with architectural significance,2-3 hrs,Oct-Mar,"Family, Couple, Solo"
Delhi (NCT),South Delhi (Hauz Khas),Deer Park viewpoint,Sightseeing,Viewpoint,Yes,Deer Park viewpoint - Scenic viewpoint with panoramic views,1-2 hrs,Morning/Sunset,"Family, Couple, Solo"
Delhi (NCT),South Delhi (Hauz Khas),Diggin Cafe,Food & Dining,Food & Dining,Yes,Diggin Cafe - Popular local restaurant serving regional cuisine,1-2 hrs,Evening/Dinner,"Family, Couple, Solo"
Delhi (NCT),Dwarka,ISKCON Temple Dwarka,Sightseeing,Religious Site,Yes,ISKCON Temple Dwarka - Important religious and pilgrimage site,1-2 hrs,Year-round,"Family, Solo"
Delhi (NCT),Dwarka,Dwarka Sector 10 park,Sightseeing,Tourist Spot,No,Dwarka Sector 10 park - Local attraction,1-2 hrs,Year-round,Tourist
Delhi (NCT),Dwarka,Local Dwarka eateries,Food & Dining,Food & Dining,Yes,Local Dwarka eateries - Popular local restaurant serving regional cuisine,1-2 hrs,Evening/Dinner,"Family, Couple, Solo"
Delhi (NCT),Gurugram (NCR),Cyber Hub,Sightseeing,Tourist Spot,No,Cyber Hub - Local attraction,1-2 hrs,Year-round,Tourist
Delhi (NCT),Gurugram (NCR),Kingdom of Dreams,Sightseeing,Tourist Spot,No,Kingdom of Dreams - Local attraction,1-2 hrs,Year-round,Tourist
Delhi (NCT),Gurugram (NCR),Cyber Hub restaurants,Food & Dining,Food & Dining,Yes,Cyber Hub restaurants - Popular local restaurant serving regional cuisine,1-2 hrs,Evening/Dinner,"Family, Couple, Solo"
Delhi (NCT),Noida (NCR),Worlds of Wonder,Sightseeing,Tourist Spot,No,Worlds of Wonder - Local attraction,1-2 hrs,Year-round,Tourist
Delhi (NCT),Noida (NCR),ISKCON Temple Noida,Sightseeing,Religious Site,Yes,ISKCON Temple Noida - Important religious and pilgrimage site,1-2 hrs,Year-round,"Family, Solo"
Delhi (NCT),Noida (NCR),Local Noida sector markets,Food & Dining,Food & Dining,Yes,Local Noida sector markets - Popular local restaurant serving regional cuisine,1-2 hrs,Evening/Dinner,"Family, Couple, Solo"
Delhi (NCT),Faridabad (NCR),Surajkund,Sightseeing,Tourist Spot,No,Surajkund - Local attraction,1-2 hrs,Year-round,Tourist
Delhi (NCT),Faridabad (NCR),Badkhal Lake viewpoint,Sightseeing,Nature/Lake,Yes,Badkhal Lake viewpoint - Scenic lake destination,1-2 hrs,Year-round,"Family, Couple, Solo"
Delhi (NCT),Faridabad (NCR),Local Faridabad eateries,Food & Dining,Food & Dining,Yes,Local Faridabad eateries - Popular local restaurant serving regional cuisine,1-2 hrs,Evening/Dinner,"Family, Couple, Solo"
